,Author,Title,State,District,DateBan,Country,Description
219,"Bertie, Alex",Trans Mission: My Quest to a Beard,Texas,Frisco Independent School District,2022-02-01,USA,Banned in Libraries and Classrooms
220,"Bertie, Alex",Trans Mission: My Quest to a Beard,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
221,"Bevan, Thomas E.",Being Transgender: What You Should Know,Tennessee,Collierville Schools,2022-02-01,USA,Banned in Libraries and Classrooms
222,"Bick, Ilsa J.",The Sin-Eater's Confession,Texas,Granbury Independent School District,2022-01-01,USA,Banned Pending Investigation
223,"Bick, Ilsa J.",The Sin-Eater's Confession,Texas,Klein Independent School District,2021-11-01,USA,Banned Pending Investigation
224,"Bick, Ilsa J.",The Sin-Eater's Confession,Texas,North East Independent School District,2021-12-01,USA,Banned in Libraries
225,"Bildner, Phil",Marvelous Cornelius: Hurricane Katrina and the Spirit of New Orleans,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
226,"Bildner, Phil",Most Valuable Players (Rip and Red Series),Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
227,"Bildner, Phil",Playing the Field,Texas,North East Independent School District,2021-12-01,USA,Banned in Libraries
228,"Birch, Anna",I Kissed Alice,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
229,"Bird, Jackson","Sorted: Growing Up, Coming Out, and Finding My Place",Florida,Indian River County School District,2021-11-01,USA,Banned in Libraries
230,"Birtha, Becky",Grandmama's Pride,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
231,"Bjorkman, Lauren",My Invented Life,Texas,Granbury Independent School District,2022-01-01,USA,Banned Pending Investigation
232,"Bjorkman, Lauren",My Invented Life,Texas,North East Independent School District,2021-12-01,USA,Banned in Libraries
233,"Blackall, Sophie",The Baby Tree,Texas,Granbury Independent School District,2022-01-01,USA,Banned Pending Investigation
234,"Blackall, Sophie",The Baby Tree,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
235,"Blackall, Sophie",The Baby Tree,Wisconsin,School District of Cadott Community,2022-03-01,USA,Banned in Libraries and Classrooms
236,"Blacker, Terence",Boy2Girl,Florida,Indian River County School District,2021-11-01,USA,Banned Pending Investigation
237,"Blake, Ashley Herring",Girl Made of Stars,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
238,"Blake, Ashley Herring",Girl Made of Stars,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
239,"Blake, Ashley Herring",How to Make a Wish,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
240,"Blake, Ashley Herring",Ivy Aberdeen's Letter to the World,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
241,"Blake, Ashley Herring",Ivy Aberdeen's Letter to the World,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
242,"Blake, Ashley Herring",La carta de Ivy Aberdeen al mundo/Ivy Aberdeen's Letter to the World,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
243,"Blake, Ashley Herring",The Mighty Heart of Sunny St. James,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
244,"Blakemore, Kim Taylor",Bowery Girl,Florida,Indian River County School District,2021-11-01,USA,Banned in Libraries and Classrooms
245,"Blount, Patty",Someone I Used to Know,Florida,Indian River County School District,2021-11-01,USA,Banned in Libraries and Classrooms
246,"Blume, Judy",Forever...,Florida,Brevard Public Schools,2022-03-01,USA,Banned Pending Investigation
247,"Blume, Judy",Forever...,Florida,Indian River County School District,2021-11-01,USA,Banned in Libraries
248,"Blume, Judy",Forever...,Florida,Jackson County School District,2022-04-01,USA,Banned in Libraries and Classrooms
249,"Blume, Judy",Forever...,Florida,Walton County School District,2022-04-01,USA,Banned Pending Investigation
250,"Blume, Judy","Then Again, Maybe I Won't",Texas,Fredericksburg Independent School District,2022-03-01,USA,Banned Pending Investigation
251,"Blumenthal, Karen",Jane Against the World: Roe v. Wade and the Fight for Reproductive Rights,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
252,"Boelts, Maribeth",A Bike Like Sergio's,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
253,"Boelts, Maribeth",Those Shoes,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
254,"Bolden, Tonya",Changing the Equation: 50+ US Black Women in STEM,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
255,"Bongiovanni, Archie",A Quick & Easy Guide to They/Them Pronouns,Tennessee,Collierville Schools,2022-02-01,USA,Banned in Libraries and Classrooms
256,"Borinsky, Agnes",Sasha Masha,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
257,Born This Way Foundation Reporters,Channel Kindness: Stories of Kindness and Community,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
258,"Bors, Matt","Be Gay, Do Comics: Queer History, Memoir, and Satire from The Nib",Tennessee,Collierville Schools,2022-02-01,USA,Banned in Libraries and Classrooms
259,"Boteju, Tanya",Bruised,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
260,"Boteju, Tanya","Kings, Queens, and In-Betweens",Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
261,"Bourne, Shakirah","Allies: Real Talk About Showing Up, Screwing Up, And Trying Again",Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
262,"Bowles, David",The Witch Owl Parliament (Clockwork Curandera Series),Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
263,"Bowman, Akemi Dawn",Summer Bird Blue,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
264,"Boyd, Maria",Will,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
265,"Braden, Ann",The Benefits of Being an Octopus,Mississippi,Madison County Schools,2022-04-01,USA,Banned in Libraries
266,"Brandon, James","Ziggy, Stardust and Me",Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
267,"Braswell, Kenneth","Daddy, There's A Noise Outside",Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
268,"Braun, Eric",Protest Movements: Then and Now,Wisconsin,School District of Cadott Community,2022-03-01,USA,Banned in Libraries and Classrooms
269,"Bray, Libba",Lair of Dreams (The Diviners Series),Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
270,"Brewer, Z",Into the Real,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
271,"Bridges, Ruby",This Is Your Time,Texas,Katy Independent School District,2022-01-01,USA,Banned in Libraries
272,"Bridges, Ruby",This Is Your Time,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
273,"Brooks, Kevin",Black Rabbit Summer,Texas,Granbury Independent School District,2022-01-01,USA,Banned Pending Investigation
274,"Brooks, Kevin",Black Rabbit Summer,Texas,North East Independent School District,2021-12-01,USA,Banned in Libraries
275,"Brown-Wood, JaNay",Imani's Moon,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
276,"Brown, Dinah",Who Is Malala Yousafzai? (Who was...? Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
277,"Brown, Echo",Black Girl Unlimited: The Remarkable Story of a Teenage Wizard,Florida,Indian River County School District,2021-11-01,USA,Banned in Libraries
278,"Brown, Echo",Black Girl Unlimited: The Remarkable Story of a Teenage Wizard,Kansas,Goddard Public Schools,2021-11-01,USA,Banned Pending Investigation
279,"Brown, Echo",Black Girl Unlimited: The Remarkable Story of a Teenage Wizard,Missouri,Nixa Public Schools,2022-02-01,USA,Banned in Libraries
280,"Brown, Jaye Robin",The Key to You and Me,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
281,"Brown, Jaye Robin",The Meaning of Birds,Texas,North East Independent School District,2021-12-01,USA,Banned in Libraries
282,"Brown, Monica",Lola Levine and the Ballet Scheme (Lola Levine Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
283,"Brown, Monica",Lola Levine and the Halloween Scream (Lola Levine Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
284,"Brown, Monica",Lola Levine and the Vacation Dream (Lola Levine Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
285,"Brown, Monica",Lola Levine Is Not Mean! (Lola Levine Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
286,"Brown, Monica",Lola Levine Meets Jelly and Bean (Lola Levine Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
287,"Brown, Monica",Lola Levine: Drama Queen (Lola Levine Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
288,"Brown, Monica",Marisol McDonald Doesn't Match (Marisol McDonald Series),Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
289,"Brown, Monica",Marisol McDonald Doesn't Match (Marisol McDonald Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
290,"Brown, Monica",My Name Is Celia: The Life Of Celia Cruz / Me Llamo Celia: La Vida de Celia Cruz,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
291,"Brown, Monica","Pele, King of Soccer/Pele, El rey del futbol: Bilingual Spanish-English",Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
292,"Brown, Monica","Tito Puente, Mambo King/Tito Puente, Rey del Mambo",Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
293,"Brown, Savannah",The Truth about Keeping Secrets,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
294,"Brown, Tameka Fryer",Around Our Way on Neighbors' Day,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
295,"Bruchac, Joseph",Crazy Horse's Vision,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
296,"Bruchac, Joseph",Eagle Song,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
297,"Bruchac, Joseph",Squanto's Journey: The Story of the First Thanksgiving,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
298,"Bruchac, Joseph",The First Strawberries,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
299,"Bruchac, Joseph",Thirteen Moons on Turtle's Back: A Native American Year of Moons,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
300,"Bruchac, Joseph",Two Roads,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
301,"Brueggemann, Wibke",Love Is for Losers,Tennessee,Collierville Schools,2022-02-01,USA,Banned Pending Investigation
302,"Brugman, Alyssa",Alex As Well,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
303,"Bryant, Jen",A Splash of Red: The Life and Art of Horace Pippin,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
304,"Brynie, Faith Hickman",101 Questions About Reproduction: Or How 1 + 1 = 3 or 4 or More,Texas,North East Independent School District,2021-12-01,USA,Banned in Libraries
305,"Brynie, Faith Hickman","101 Questions About Sex and Sexuality: With Answers for the Curious, Cautious, and Confused",Texas,North East Independent School District,2021-12-01,USA,Banned in Libraries
306,"Buckley Jr., James",Who Are Venus and Serena Williams? (What was...? Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
307,"Buckley Jr., James",Who Was Jesse Owens? (Who was...? Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
308,"Bulla, Clyde Robert",Eagle Feather,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
309,"Bunker, Lisa",Zenobia July,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
310,"Bunting, Eve",A Day's Work,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
311,"Bunting, Eve",One Green Apple,Florida,Duval County Public Schools,2022-01-01,USA,Banned Pending Investigation
312,"Bunting, Eve",One Green Apple,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
313,"Bunting, Eve",Smoky Night,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
314,"Burd, Nick",The Vast Fields of Ordinary,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
315,"Burgess, Rebecca",How to Be Ace: A Memoir of Growing Up Asexual,Vermont,Canaan Schools,2022-03-01,USA,Banned Pending Investigation
316,"Butler, Dori Hillestad",King & Kayla and the Case of Found Fred (King & Kayla Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
317,"Butler, Dori Hillestad",King & Kayla and the Case of the Gold Ring (King & Kayla Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
318,"Butler, Dori Hillestad",King & Kayla and the Case of the Lost Library Book (King & Kayla Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
319,"Butler, Dori Hillestad",King & Kayla and the Case of the Lost Tooth (King & Kayla Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
320,"Butler, Dori Hillestad",King & Kayla and the Case of the Missing Dog Treats (King & Kayla Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
321,"Butler, Dori Hillestad",King & Kayla and the Case of the Mysterious Mouse (King & Kayla Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
322,"Butler, Dori Hillestad",King & Kayla and the Case of the Secret Code (King & Kayla Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
323,"Butler, Dori Hillestad",King & Kayla and the Case of the Unhappy Neighbor (King & Kayla Series),Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
324,"Byers, Grace",I Am Enough,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
325,"Bynum, Betty K.",I'm a Pretty Little Black Girl!,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
326,"Cabot, Meg",Ready or Not (All-American Girl Series),Florida,Indian River County School District,2021-11-01,USA,Banned in Libraries
327,"Cabrera, Cozbi A.",My Hair is a Garden,Pennsylvania,Central York School District,2021-08-01,USA,Banned in Classrooms
328,"Callender, Kacen",Felix Ever After,Texas,Granbury Independent School District,2022-01-01,USA,Banned Pending Investigation
329,"Callender, Kacen",Felix Ever After,Texas,North East Independent School District,2021-12-01,USA,Banned Pending Investigation
